,fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
58,48117,US,TX,Deaf Smith County,county,,iso1:us#iso2:us-tx#fips:48117,,18546,0.2117,other,10.783996549121103,,1.09488003964,1.0373111511699995,,,,3,3,2,4,1,4,4,2760,65,,,,42.0,3.0,1,0.12,2.0,0.0,1,,0,,3805,2637,2021-04-05,https://covidactnow.org/us/texas-tx/county/deaf_smith_county,0.205165534347029,0.14218699450016176,0,6171
59,48119,US,TX,Delta County,county,,iso1:us#iso2:us-tx#fips:48119,,5331,0.0476,other,2.679743816491144,,,,,,,1,1,1,4,4,4,4,310,11,,,,,,0,,,,0,,0,,1027,706,2021-04-05,https://covidactnow.org/us/texas-tx/county/delta_county,0.1926467829675483,0.1324329394109923,0,1690
60,48121,US,TX,Denton County,county,,iso1:us#iso2:us-tx#fips:48121,,887207,0.048,other,9.46791447768108,,0.613130774849,0.12769581418600007,0.3817733987068965,,0.5754716981132075,1,1,1,4,0,0,0,71976,730,,,,1592.0,267.0,16,0.58,53.0,30.0,9,0.63,95,,227806,153668,2021-04-05,https://covidactnow.org/us/texas-tx/county/denton_county,0.25676758636935915,0.17320422404241625,0,374590
61,48123,US,TX,DeWitt County,county,,iso1:us#iso2:us-tx#fips:48123,,20160,0.0499,other,0.0,,0.790373139637,1.189373532033,0.7033248071310366,,0.558823528200692,0,1,0,4,0,3,0,1895,58,,,,49.0,21.0,2,0.22,4.0,2.0,1,,0,,4400,2734,2021-04-05,https://covidactnow.org/us/texas-tx/county/de_witt_county,0.21825396825396826,0.13561507936507936,0,6924
62,48125,US,TX,Dickens County,county,,iso1:us#iso2:us-tx#fips:48125,,2211,,other,25.84480196420495,,,,,,,3,4,3,4,4,4,4,164,10,,,,,,0,,,,0,,0,,485,398,2021-04-05,https://covidactnow.org/us/texas-tx/county/dickens_county,0.2193577566711895,0.18000904568068749,0,862
63,48127,US,TX,Dimmit County,county,,iso1:us#iso2:us-tx#fips:48127,,10124,0.1658,other,122.7634475362646,,1.10918634416,0.40512157361,0.0,,,5,2,5,4,2,0,4,1741,30,,,,25.0,7.0,1,0.21,2.0,,0,,0,,3751,2914,2021-04-05,https://covidactnow.org/us/texas-tx/county/dimmit_county,0.370505728960885,0.2878308968787041,0,6656
64,48129,US,TX,Donley County,county,,iso1:us#iso2:us-tx#fips:48129,,3278,0.0833,other,8.716116098666435,,,,,,,1,1,1,4,4,4,4,364,15,,,,,,0,,,,0,,0,,845,417,2021-04-05,https://covidactnow.org/us/texas-tx/county/donley_county,0.2577791336180598,0.1272117144600366,0,1252
65,48131,US,TX,Duval County,county,,iso1:us#iso2:us-tx#fips:48131,,11157,0.1222,other,1.4938304801171165,,0.788470703337,0.9263368014429998,,,,2,2,1,4,0,4,4,1213,39,,,,,,1,,,,0,,0,,3828,2894,2021-04-05,https://covidactnow.org/us/texas-tx/county/duval_county,0.3431029846732992,0.2593887245675361,0,6419
66,48133,US,TX,Eastland County,county,,iso1:us#iso2:us-tx#fips:48133,,18360,0.018000000000000002,other,4.6685340802987865,,1.1305847303899998,1.0825982013100002,,,1.0,2,0,1,4,2,4,3,1327,48,,,,52.0,3.0,3,0.24,1.0,1.0,1,,0,,4414,3079,2021-04-05,https://covidactnow.org/us/texas-tx/county/eastland_county,0.2404139433551198,0.16770152505446626,0,6953
67,48135,US,TX,Ector County,county,,iso1:us#iso2:us-tx#fips:48135,,166223,0.1084,other,5.500356234009217,,0.906489414962,0.4436299770480001,0.3032272035460104,,0.7251461976095208,2,2,1,4,1,0,1,16666,355,,,,652.0,291.0,16,0.55,48.0,35.0,8,0.67,0,,37377,25391,2021-04-05,https://covidactnow.org/us/texas-tx/county/ector_county,0.22486057886092775,0.15275262749439006,0,61659
68,48137,US,TX,Edwards County,county,,iso1:us#iso2:us-tx#fips:48137,,1932,,other,0.0,,,,,,,0,4,0,4,4,4,4,214,6,,,,,,0,,,,0,,0,,485,229,2021-04-05,https://covidactnow.org/us/texas-tx/county/edwards_county,0.2510351966873706,0.11853002070393374,0,708
69,48139,US,TX,Ellis County,county,,iso1:us#iso2:us-tx#fips:48139,,184826,0.0411,other,14.247634712287953,,1.06370532528,0.35662582636999995,0.2597402587301588,,0.6111111092962963,2,1,2,4,1,0,0,22164,308,,,,189.0,91.0,6,0.49,12.0,7.0,2,0.44,0,,48885,29177,2021-04-05,https://covidactnow.org/us/texas-tx/county/ellis_county,0.2644920087000747,0.1578619891140857,0,75530
70,48141,US,TX,El Paso County,county,,iso1:us#iso2:us-tx#fips:48141,,839238,0.0828,other,18.537224073675002,,0.955898205453,0.12055026124699995,0.3906434741723449,,0.6686274509803921,2,1,2,4,1,0,0,130102,2565,,,,2719.0,981.0,102,0.62,255.0,170.0,43,0.7,76,,268381,159777,2021-04-05,https://covidactnow.org/us/texas-tx/county/el_paso_county,0.3197912868578401,0.19038341924460045,3,420543
71,48143,US,TX,Erath County,county,,iso1:us#iso2:us-tx#fips:48143,,42698,0.1182,other,14.721331879044184,,1.0604851758299998,0.7781951661200002,0.3039513680851064,,0.542857142,2,2,2,4,1,0,0,4099,67,,,,98.0,7.0,1,0.3,5.0,2.0,1,0.27,0,,9016,5643,2021-04-05,https://covidactnow.org/us/texas-tx/county/erath_county,0.2111574312614174,0.13216075694411916,0,14154
72,48145,US,TX,Falls County,county,,iso1:us#iso2:us-tx#fips:48145,,17297,0.0264,other,3.8542329112948286,,0.847741348523,0.983058668527,0.0,,,1,0,1,4,0,0,4,2034,31,,,,36.0,2.0,1,0.09,0.0,,0,,0,,3463,2195,2021-04-05,https://covidactnow.org/us/texas-tx/county/falls_county,0.20020812857720996,0.12690061860438226,0,5407
73,48147,US,TX,Fannin County,county,,iso1:us#iso2:us-tx#fips:48147,,35514,0.0159,other,10.056396270283752,,0.6162566114329999,0.8548462457569999,,,,2,0,2,4,0,4,4,3427,107,,,,317.0,15.0,1,0.49,2.0,,2,0.04,0,,7161,5390,2021-04-05,https://covidactnow.org/us/texas-tx/county/fannin_county,0.20163879033620544,0.15177113251112234,0,11971
74,48149,US,TX,Fayette County,county,,iso1:us#iso2:us-tx#fips:48149,,25346,0.1128,other,28.18139802279311,,0.780020396793,0.5774771818370001,inf,,,3,2,3,4,0,4,4,2536,57,,,,65.0,17.0,3,0.26,0.0,,1,,0,,6418,4082,2021-04-05,https://covidactnow.org/us/texas-tx/county/fayette_county,0.2532154975144007,0.1610510534206581,0,9914
75,48151,US,TX,Fisher County,county,,iso1:us#iso2:us-tx#fips:48151,,3830,0.125,other,3.729951510630361,,,,,,,2,2,1,4,4,4,4,292,14,,,,14.0,2.0,0,0.11,0.0,,0,,0,,784,583,2021-04-05,https://covidactnow.org/us/texas-tx/county/fisher_county,0.2046997389033943,0.15221932114882505,0,1314
76,48153,US,TX,Floyd County,county,,iso1:us#iso2:us-tx#fips:48153,,5712,0.0208,other,0.0,,0.975053092081,0.9995948658789996,,,,0,0,0,4,1,4,4,786,30,,,,25.0,4.0,0,0.16,0.0,,0,,0,,1635,1126,2021-04-05,https://covidactnow.org/us/texas-tx/county/floyd_county,0.2862394957983193,0.19712885154061624,0,2692
77,48155,US,TX,Foard County,county,,iso1:us#iso2:us-tx#fips:48155,,1155,,other,0.0,,,,,,,0,4,0,4,4,4,4,120,10,,,,,,0,,,,0,,0,,412,307,2021-04-05,https://covidactnow.org/us/texas-tx/county/foard_county,0.35670995670995675,0.2658008658008658,0,693
78,48157,US,TX,Fort Bend County,county,,iso1:us#iso2:us-tx#fips:48157,,811688,0.0727,other,13.464005170177984,,0.8607550842139999,0.13157992188900014,0.20032780956651272,,0.8932038834951457,2,1,2,4,0,0,3,63440,636,,,,1165.0,352.0,28,0.6,51.0,46.0,12,0.53,86,,253947,160998,2021-04-05,https://covidactnow.org/us/texas-tx/county/fort_bend_county,0.3128628241393245,0.19834961216625108,0,405440
79,48159,US,TX,Franklin County,county,,iso1:us#iso2:us-tx#fips:48159,,10725,0.0111,other,1.332001332001332,,1.02512912347,1.3918832204099998,,,,1,0,1,4,1,4,4,707,26,,,,,,1,,,,0,,0,,1925,1191,2021-04-05,https://covidactnow.org/us/texas-tx/county/franklin_county,0.1794871794871795,0.11104895104895103,0,3037
80,48161,US,TX,Freestone County,county,,iso1:us#iso2:us-tx#fips:48161,,19717,0.022,other,7.245379259377332,,0.960914034532,0.9036004783479998,inf,,,1,0,1,4,1,4,4,1812,48,,,,37.0,7.0,0,0.12,0.0,,0,,0,,3268,1910,2021-04-05,https://covidactnow.org/us/texas-tx/county/freestone_county,0.16574529593751586,0.09687072069787493,0,4822
81,48163,US,TX,Frio County,county,,iso1:us#iso2:us-tx#fips:48163,,20306,0.0161,other,4.221130981694362,,0.744688447386,0.8019839521840002,inf,,,1,0,1,4,0,4,4,2448,48,,,,24.0,8.0,0,0.22,0.0,,1,,0,,3913,2826,2021-04-05,https://covidactnow.org/us/texas-tx/county/frio_county,0.19270166453265045,0.1391706884664631,0,6228
82,48165,US,TX,Gaines County,county,,iso1:us#iso2:us-tx#fips:48165,,21492,0.028,other,1.994097471484406,,1.04490845347,1.3919524776399996,,,,1,0,1,4,1,4,4,1421,43,,,,33.0,6.0,2,0.45,94.0,93.0,33,,0,,2537,1808,2021-04-05,https://covidactnow.org/us/texas-tx/county/gaines_county,0.11804392332030525,0.08412432533035548,0,4119
83,48167,US,TX,Galveston County,county,,iso1:us#iso2:us-tx#fips:48167,,342139,0.0744,other,17.20269915360215,,0.934062979763,0.183896201127,0.3113393047126061,,0.8969849223693845,2,1,2,4,1,0,3,37358,392,,,,946.0,547.0,54,0.68,113.0,102.0,16,,97,,106204,68718,2021-04-05,https://covidactnow.org/us/texas-tx/county/galveston_county,0.31041185015446937,0.20084819327817055,0,172186
84,48169,US,TX,Garza County,county,,iso1:us#iso2:us-tx#fips:48169,,6229,0.0098,other,2.293420177510721,,1.0520231782,0.92522185801,,,,1,0,1,4,1,4,4,398,22,,,,,,0,,,,0,,0,,1081,616,2021-04-05,https://covidactnow.org/us/texas-tx/county/garza_county,0.1735431048322363,0.09889227805426233,0,1615
85,48171,US,TX,Gillespie County,county,,iso1:us#iso2:us-tx#fips:48171,,26988,0.0629,other,4.234686315611171,,0.814613668982,0.968347801358,0.1288659794265464,,0.625,1,1,1,4,0,0,0,2405,48,,,,84.0,20.0,0,0.36,4.0,2.0,0,0.24,0,,8620,5020,2021-04-05,https://covidactnow.org/us/texas-tx/county/gillespie_county,0.31940121535497257,0.18600859641322068,0,13472
86,48173,US,TX,Glasscock County,county,,iso1:us#iso2:us-tx#fips:48173,,1409,,other,10.13890297069857,,2.29637106248,1.4448478996299996,,,,3,4,2,4,3,4,4,100,2,,,,,,0,,,,0,,0,,425,327,2021-04-05,https://covidactnow.org/us/texas-tx/county/glasscock_county,0.3016323633782825,0.2320794889992903,0,744
87,48175,US,TX,Goliad County,county,,iso1:us#iso2:us-tx#fips:48175,,7658,0.0417,other,1.865462821325971,,1.0601323124600002,1.44994442766,,,,1,1,1,4,1,4,4,434,13,,,,,,1,,,,0,,0,,1770,1309,2021-04-05,https://covidactnow.org/us/texas-tx/county/goliad_county,0.23113084356228775,0.17093235831809872,0,3043
88,48177,US,TX,Gonzales County,county,,iso1:us#iso2:us-tx#fips:48177,,20837,0.1048,other,4.113561727421688,,0.706894619146,0.926831455104,1.6908212560386473,,,2,2,1,4,0,3,4,2449,56,,,,34.0,4.0,1,0.18,1.0,1.0,1,,0,,5715,3407,2021-04-05,https://covidactnow.org/us/texas-tx/county/gonzales_county,0.27427172817584106,0.16350722272879975,0,8176
89,48179,US,TX,Gray County,county,,iso1:us#iso2:us-tx#fips:48179,,21886,0.025,other,5.874596937376799,,0.7628287087219999,0.796290635268,,,0.20000000028,1,0,1,4,0,4,0,2058,54,,,,109.0,13.0,0,0.13,8.0,1.0,1,0.27,0,,4657,2834,2021-04-05,https://covidactnow.org/us/texas-tx/county/gray_county,0.21278442840171802,0.12948917115964542,0,7250
90,48181,US,TX,Grayson County,county,,iso1:us#iso2:us-tx#fips:48181,,136212,0.0361,other,4.509776776537414,,0.7778659302840001,0.5781533606659999,0.12157382828192664,,0.8269230766066732,1,1,1,4,0,0,2,11082,337,,,,717.0,384.0,7,0.57,66.0,55.0,4,0.63,0,,28415,18521,2021-04-05,https://covidactnow.org/us/texas-tx/county/grayson_county,0.2086086394737615,0.13597186738319678,0,42935
91,48183,US,TX,Gregg County,county,,iso1:us#iso2:us-tx#fips:48183,,123945,0.0282,other,3.918788863724117,,0.70111056216,0.65245897934,0.05881117410603667,,0.7999999991884058,1,0,1,4,0,0,1,10906,346,,,,841.0,25.0,6,0.5,49.0,39.0,2,0.52,0,,27952,19575,2021-04-05,https://covidactnow.org/us/texas-tx/county/gregg_county,0.2255193835975634,0.15793295413288153,0,46899
92,48185,US,TX,Grimes County,county,,iso1:us#iso2:us-tx#fips:48185,,28880,0.0396,other,19.78630787495053,,0.962314635555,0.7148510358950001,inf,,,2,1,2,4,1,4,4,3553,66,,,,25.0,9.0,0,0.32,0.0,,1,,0,,6499,3851,2021-04-05,https://covidactnow.org/us/texas-tx/county/grimes_county,0.2250346260387812,0.13334487534626038,0,9911
93,48187,US,TX,Guadalupe County,county,,iso1:us#iso2:us-tx#fips:48187,,166847,0.0435,other,11.55892181802147,,0.984425521741,0.381507774759,0.11904761939484128,,0.9322916686794706,2,1,2,4,1,0,3,12373,207,,,,161.0,60.0,5,0.32,27.0,25.0,2,0.51,0,,36700,25250,2021-04-05,https://covidactnow.org/us/texas-tx/county/guadalupe_county,0.21996200111479386,0.15133625417298482,0,57519
94,48189,US,TX,Hale County,county,,iso1:us#iso2:us-tx#fips:48189,,33406,0.0581,other,4.704030926865149,,1.19747918726,1.0427724047499998,,,0.1714285714,2,1,1,4,2,4,0,6084,153,,,,88.0,12.0,0,0.4,5.0,0.0,0,0.73,0,,7452,4344,2021-04-05,https://covidactnow.org/us/texas-tx/county/hale_county,0.22307369933544868,0.1300365203855595,0,11125
95,48191,US,TX,Hall County,county,,iso1:us#iso2:us-tx#fips:48191,,2964,0.2917,other,24.098708309234627,,1.17182372143,1.16381028538,,,,3,3,2,4,2,4,4,437,14,,,,,,0,,,,0,,0,,868,629,2021-04-05,https://covidactnow.org/us/texas-tx/county/hall_county,0.29284750337381915,0.2122132253711201,0,1467
96,48193,US,TX,Hamilton County,county,,iso1:us#iso2:us-tx#fips:48193,,8461,0.0075,other,3.3768382663312337,,0.92863379132,1.3593983038399997,,,,1,0,1,4,1,4,4,756,26,,,,42.0,9.0,0,0.2,0.0,,0,,0,,2648,1660,2021-04-05,https://covidactnow.org/us/texas-tx/county/hamilton_county,0.3129653705235788,0.1961943032738447,0,3911
97,48195,US,TX,Hansford County,county,,iso1:us#iso2:us-tx#fips:48195,,5399,,other,5.291985288280898,,0.996216093037,0.8611359579229999,,,,1,4,1,4,1,4,4,853,23,,,,14.0,2.0,1,0.17,0.0,,0,,0,,1626,1334,2021-04-05,https://covidactnow.org/us/texas-tx/county/hansford_county,0.301166882756066,0.2470827931098352,0,2603
98,48197,US,TX,Hardeman County,county,,iso1:us#iso2:us-tx#fips:48197,,3933,0.3333,other,3.6322690784933354,,2.44031711886,1.5001023899800003,,,,3,3,1,4,3,4,4,368,12,,,,45.0,2.0,1,0.06,4.0,4.0,0,,0,,1230,1093,2021-04-05,https://covidactnow.org/us/texas-tx/county/hardeman_county,0.3127383676582761,0.277904907195525,0,2158
99,48199,US,TX,Hardin County,county,,iso1:us#iso2:us-tx#fips:48199,,57602,0.0896,other,13.144384867588926,,0.6223866516219999,0.3570396917970001,0.8454106280193237,,,2,1,2,4,0,3,4,5396,108,,,,,2.0,6,,5.0,5.0,2,,0,,12283,8020,2021-04-05,https://covidactnow.org/us/texas-tx/county/hardin_county,0.2132391236415402,0.13923127669178156,0,20012
100,48201,US,TX,Harris County,county,,iso1:us#iso2:us-tx#fips:48201,,4713325,0.0749,other,13.80281284595118,,0.973092509633,0.09999999999699982,0.3253957665998837,,0.7998952331063384,2,1,2,4,1,0,1,360695,5880,,,,18060.0,5826.0,500,0.68,954.0,763.0,135,0.68,439,,1283208,687201,2021-04-05,https://covidactnow.org/us/texas-tx/county/harris_county,0.2722511178414389,0.14579962128645912,3,1920851
101,48203,US,TX,Harrison County,county,,iso1:us#iso2:us-tx#fips:48203,,66553,0.0599,other,6.43955086279249,,0.8507567915440001,0.718478462616,0.039032006245121,,,1,1,1,4,0,0,4,4696,105,,,,336.0,,4,0.55,42.0,,1,0.6,2,,11050,8147,2021-04-05,https://covidactnow.org/us/texas-tx/county/harrison_county,0.16603308641233305,0.12241371538473095,0,18016
102,48205,US,TX,Hartley County,county,,iso1:us#iso2:us-tx#fips:48205,,5576,,other,12.810002049600326,,1.1238523533,1.0596031744499999,,,,2,4,2,4,2,4,4,619,2,,,,21.0,,0,0.24,0.0,,0,,0,,1630,1079,2021-04-05,https://covidactnow.org/us/texas-tx/county/hartley_county,0.29232424677187946,0.19350789096126256,0,2700
103,48207,US,TX,Haskell County,county,,iso1:us#iso2:us-tx#fips:48207,,5658,,other,5.049739938393173,,0.954713685526,1.3700441213640002,,,,1,4,1,4,1,4,4,439,27,,,,25.0,2.0,1,0.09,0.0,,0,,0,,1639,978,2021-04-05,https://covidactnow.org/us/texas-tx/county/haskell_county,0.2896783315659244,0.1728525980911983,0,2502
104,48209,US,TX,Hays County,county,,iso1:us#iso2:us-tx#fips:48209,,230191,0.0731,other,10.239943599631859,,0.849524134707,0.3045836305730001,0.2255073912855227,,0.7491856679975384,2,1,2,4,0,0,1,19081,236,,,,388.0,169.0,13,0.47,43.0,32.0,7,0.43,0,,61518,34952,2021-04-05,https://covidactnow.org/us/texas-tx/county/hays_county,0.26724763348697383,0.151839124900626,0,92638
105,48211,US,TX,Hemphill County,county,,iso1:us#iso2:us-tx#fips:48211,,3819,,other,37.406950211349276,,1.5577646971,1.1054527522700002,,,,3,4,3,4,3,4,4,560,2,,,,26.0,4.0,1,0.08,6.0,6.0,3,,0,,1080,975,2021-04-05,https://covidactnow.org/us/texas-tx/county/hemphill_county,0.2827965435978005,0.2553024351924588,0,1844
106,48213,US,TX,Henderson County,county,,iso1:us#iso2:us-tx#fips:48213,,82737,0.0366,other,2.244634029687875,,0.6250656514399999,0.8206965531900001,,,0.6,1,1,1,4,0,4,0,5707,180,,,,127.0,48.0,2,0.39,10.0,6.0,1,0.52,0,,16092,9592,2021-04-05,https://covidactnow.org/us/texas-tx/county/henderson_county,0.19449581203089308,0.11593362099181745,0,24644
107,48215,US,TX,Hidalgo County,county,,iso1:us#iso2:us-tx#fips:48215,,868707,0.0637,other,14.142529397960748,,0.670411959121,0.09999999999999998,0.22391880864494731,,0.726027397260274,2,1,2,4,0,0,1,85141,2768,,,,3009.0,570.0,58,0.55,109.0,79.0,18,0.54,172,,267629,145891,2021-04-05,https://covidactnow.org/us/texas-tx/county/hidalgo_county,0.3080774069968355,0.16794039877657255,0,404597
108,48217,US,TX,Hill County,county,,iso1:us#iso2:us-tx#fips:48217,,36649,0.0368,other,11.369114209573706,,0.935425175869,0.7672292550209998,inf,,,2,1,2,4,1,4,4,4408,104,,,,25.0,15.0,3,0.24,0.0,,0,,0,,8600,5309,2021-04-05,https://covidactnow.org/us/texas-tx/county/hill_county,0.23465851728560125,0.1448607056127043,0,13000
109,48219,US,TX,Hockley County,county,,iso1:us#iso2:us-tx#fips:48219,,23021,0.0489,other,8.68771990791017,,0.8342161776960001,0.6922847531740001,,,,1,1,1,4,0,4,4,2432,100,,,,48.0,6.0,0,0.14,1.0,1.0,1,,0,,5362,4143,2021-04-05,https://covidactnow.org/us/texas-tx/county/hockley_county,0.2329177707310716,0.17996611789235914,0,9127
110,48221,US,TX,Hood County,county,,iso1:us#iso2:us-tx#fips:48221,,61643,0.0324,other,6.720726023809911,,0.6633766577610001,0.6643017566889999,0.21659672359778895,,0.771084334321382,1,1,1,4,0,0,1,6420,123,,,,73.0,45.0,5,0.67,11.0,9.0,2,0.32,0,,18803,11198,2021-04-05,https://covidactnow.org/us/texas-tx/county/hood_county,0.3050305793034083,0.18165890693184952,0,29488
111,48223,US,TX,Hopkins County,county,,iso1:us#iso2:us-tx#fips:48223,,37084,0.1305,other,7.319290568131039,,0.841652693845,0.7966597272750002,0.09337068191721133,,0.2352941176470588,2,2,1,4,0,0,0,3032,107,,,,96.0,25.0,3,0.49,17.0,4.0,1,0.4,0,,6793,4072,2021-04-05,https://covidactnow.org/us/texas-tx/county/hopkins_county,0.18317872937115734,0.10980476755474057,0,10624
112,48225,US,TX,Houston County,county,,iso1:us#iso2:us-tx#fips:48225,,22968,0.0069,other,5.805178218971323,,0.962526244527,1.016080405093,,,,1,0,1,4,1,4,4,1588,50,,,,,7.0,0,,,,0,,3,,4946,2992,2021-04-05,https://covidactnow.org/us/texas-tx/county/houston_county,0.2153430860327412,0.13026819923371644,0,7319
113,48227,US,TX,Howard County,county,,iso1:us#iso2:us-tx#fips:48227,,36664,0.0417,other,2.7274710888064586,,0.7507069490809999,0.9946819064090004,,,0.23076923014792897,1,1,1,4,0,4,0,4553,100,,,,346.0,21.0,0,0.7,7.0,1.0,1,0.39,1,,5510,4318,2021-04-05,https://covidactnow.org/us/texas-tx/county/howard_county,0.15028365699323587,0.1177722016146629,0,9542
114,48229,US,TX,Hudspeth County,county,,iso1:us#iso2:us-tx#fips:48229,,4886,0.0625,other,2.9238056254020237,,0.98802344952,1.21521896363,,,,1,1,1,4,1,4,4,513,11,,,,,,1,,,,0,,0,,1125,784,2021-04-05,https://covidactnow.org/us/texas-tx/county/hudspeth_county,0.2302496930004093,0.16045845272206305,0,1872
115,48231,US,TX,Hunt County,county,,iso1:us#iso2:us-tx#fips:48231,,98594,0.0446,other,0.0,,0.36162971271,0.42004721161700004,0.20576131725346744,,0.8240740746742111,0,1,0,4,0,0,2,5498,164,,,,221.0,109.0,5,0.66,15.0,12.0,2,0.58,0,,16753,11879,2021-04-05,https://covidactnow.org/us/texas-tx/county/hunt_county,0.16991906201188714,0.12048400511187292,0,27847
116,48233,US,TX,Hutchinson County,county,,iso1:us#iso2:us-tx#fips:48233,,20938,0.0516,other,3.4114323922328507,,0.800239192499,0.6213474811509999,,,,1,1,1,4,0,4,4,1653,71,,,,25.0,9.0,1,0.29,1.0,0.0,1,0.08,0,,4344,3257,2021-04-05,https://covidactnow.org/us/texas-tx/county/hutchinson_county,0.2074696723660331,0.15555449422103354,0,7492
117,48235,US,TX,Irion County,county,,iso1:us#iso2:us-tx#fips:48235,,1536,,other,0.0,,,,,,,0,4,0,4,4,4,4,123,1,,,,,,0,,,,0,,0,,442,313,2021-04-05,https://covidactnow.org/us/texas-tx/county/irion_county,0.2877604166666667,0.20377604166666666,0,750
118,48237,US,TX,Jack County,county,,iso1:us#iso2:us-tx#fips:48237,,8935,0.0238,other,0.0,,1.32620989251,1.4166520031799998,,,,0,0,0,4,2,4,4,601,16,,,,17.0,3.0,0,0.21,0.0,,0,,0,,1833,1403,2021-04-05,https://covidactnow.org/us/texas-tx/county/jack_county,0.2051482932288752,0.1570229434806939,0,3124
119,48239,US,TX,Jackson County,county,,iso1:us#iso2:us-tx#fips:48239,,14760,0.1136,other,17.421602787456447,,1.206708187,1.00221391245,inf,,,2,2,2,4,2,4,4,1662,31,,,,25.0,2.0,0,0.11,0.0,,1,,0,,3672,2321,2021-04-05,https://covidactnow.org/us/texas-tx/county/jackson_county,0.24878048780487805,0.15724932249322493,0,5862
120,48241,US,TX,Jasper County,county,,iso1:us#iso2:us-tx#fips:48241,,35529,0.0321,other,9.24797851252297,,0.8840679360700001,0.8712256497099997,,,,1,1,1,4,0,4,4,2386,87,,,,59.0,6.0,0,0.15,6.0,3.0,0,0.0,0,,7709,5695,2021-04-05,https://covidactnow.org/us/texas-tx/county/jasper_county,0.21697768020490305,0.16029159278336005,0,12983
121,48243,US,TX,Jeff Davis County,county,,iso1:us#iso2:us-tx#fips:48243,,2274,0.75,other,25.128785023244124,,,,,,,3,3,3,4,4,4,4,187,4,,,,,,0,,,,0,,0,,987,781,2021-04-05,https://covidactnow.org/us/texas-tx/county/jeff_davis_county,0.4340369393139841,0.3434476693051891,0,1752
122,48245,US,TX,Jefferson County,county,,iso1:us#iso2:us-tx#fips:48245,,251565,0.0269,other,8.29095575980079,,0.8575483848569999,0.2895112305430002,0.4952830188679246,,0.875,1,0,1,4,0,0,3,18998,398,,,,2091.0,188.0,12,0.5,40.0,35.0,7,0.68,0,,57397,28600,2021-04-05,https://covidactnow.org/us/texas-tx/county/jefferson_county,0.22815972015184946,0.11368831117206288,1,85506
123,48247,US,TX,Jim Hogg County,county,,iso1:us#iso2:us-tx#fips:48247,,5200,0.1667,other,5.494505494505495,,2.6216672195,1.4934016657300004,,,,3,2,1,4,3,4,4,607,16,,,,,,0,,,,0,,0,,2134,1522,2021-04-05,https://covidactnow.org/us/texas-tx/county/jim_hogg_county,0.4103846153846154,0.2926923076923077,0,3643
124,48249,US,TX,Jim Wells County,county,,iso1:us#iso2:us-tx#fips:48249,,40482,0.0939,other,8.116482104921413,,0.734871781525,0.8113419060150001,,,0.35,1,1,1,4,0,4,0,4117,95,,,,135.0,22.0,2,0.29,10.0,3.0,0,0.36,1,,13003,9658,2021-04-05,https://covidactnow.org/us/texas-tx/county/jim_wells_county,0.32120448594437034,0.2385751692110073,0,22281
125,48251,US,TX,Johnson County,county,,iso1:us#iso2:us-tx#fips:48251,,175817,0.0516,other,11.456717577286124,,0.920843641621,0.332415983249,0.18981880944552929,,0.7000000011052632,2,1,2,4,1,0,1,19361,360,,,,137.0,177.0,11,0.28,27.0,19.0,3,0.6,0,,35427,22511,2021-04-05,https://covidactnow.org/us/texas-tx/county/johnson_county,0.20149928618961765,0.12803653799120676,0,56905
126,48253,US,TX,Jones County,county,,iso1:us#iso2:us-tx#fips:48253,,20083,0.0278,other,0.0,,0.5841019988539999,0.8649379636360001,inf,,,0,0,0,4,0,4,4,2733,53,,,,95.0,0.0,0,0.29,0.0,,0,,0,,3107,2168,2021-04-05,https://covidactnow.org/us/texas-tx/county/jones_county,0.1547079619578748,0.10795199920330628,0,4935
127,48255,US,TX,Karnes County,county,,iso1:us#iso2:us-tx#fips:48255,,15601,0.0286,other,35.254150374975964,,1.13328187253,0.7302399574699999,,,,3,0,3,4,2,4,4,1738,36,,,,25.0,6.0,2,0.16,1.0,1.0,4,,0,,3659,2709,2021-04-05,https://covidactnow.org/us/texas-tx/county/karnes_county,0.23453624767643103,0.1736427152105634,0,5650
