"Country","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"United States of America","Girls",1992,10,142.8199475,142.2290247,143.4178453,0.304018848
"United States of America","Girls",1992,11,149.1067039,148.5072824,149.6976935,0.304497958
"United States of America","Girls",1992,12,154.6310941,154.0366773,155.2295615,0.307307247
"United States of America","Girls",1992,13,158.4262562,157.8300821,159.0268568,0.310375617
"United States of America","Girls",1992,14,160.6987188,160.0926774,161.3063351,0.313561647
"United States of America","Girls",1992,15,161.9181043,161.2899416,162.5404236,0.318220141
"United States of America","Girls",1992,16,162.4362578,161.7959844,163.0529058,0.324053125
"United States of America","Girls",1992,17,162.5744393,161.9614056,163.1744556,0.319023211
"United States of America","Girls",1992,18,162.6706218,162.0833757,163.2466848,0.304119396
"United States of America","Girls",1992,19,163.0213847,162.4021328,163.6215765,0.313758718
"United States of America","Girls",1993,5,111.9320149,111.2488234,112.6029038,0.347218095
"United States of America","Girls",1993,6,118.8046843,118.1896966,119.4127256,0.308339906
"United States of America","Girls",1993,7,125.0332874,124.4456098,125.6161912,0.299376746
"United States of America","Girls",1993,8,130.9130088,130.3310598,131.4983665,0.298716067
"United States of America","Girls",1993,9,136.7376003,136.1590497,137.3328609,0.297436095
"United States of America","Girls",1993,10,142.7884344,142.2056958,143.3750439,0.296911221
"United States of America","Girls",1993,11,149.0824213,148.5026546,149.6659892,0.296227066
"United States of America","Girls",1993,12,154.6090766,154.0266682,155.1891334,0.299759236
"United States of America","Girls",1993,13,158.4013795,157.809413,158.998438,0.303145457
"United States of America","Girls",1993,14,160.6731437,160.0828595,161.2707208,0.306367019
"United States of America","Girls",1993,15,161.8958892,161.2818676,162.4974074,0.310925447
"United States of America","Girls",1993,16,162.4171083,161.7895229,163.0267724,0.316409789
"United States of America","Girls",1993,17,162.5585993,161.9495593,163.149326,0.311598651
"United States of America","Girls",1993,18,162.6596434,162.0873232,163.2254589,0.296487239
"United States of America","Girls",1993,19,163.0158721,162.4183349,163.597317,0.305481341
"United States of America","Girls",1994,5,111.9350192,111.2555476,112.6017501,0.343274459
"United States of America","Girls",1994,6,118.794508,118.1909554,119.3938171,0.303968106
"United States of America","Girls",1994,7,125.0083802,124.4186757,125.5798217,0.294903363
"United States of America","Girls",1994,8,130.8798512,130.3046782,131.4556599,0.293894699
"United States of America","Girls",1994,9,136.7007049,136.1256987,137.2736033,0.291458186
"United States of America","Girls",1994,10,142.7510897,142.188701,143.3129536,0.290361667
"United States of America","Girls",1994,11,149.0509082,148.4871125,149.6136901,0.289312491
"United States of America","Girls",1994,12,154.5847939,154.0170576,155.1548361,0.291841833
"United States of America","Girls",1994,13,158.379362,157.8036245,158.9607846,0.295982249
"United States of America","Girls",1994,14,160.6482671,160.0745312,161.2439552,0.299718715
"United States of America","Girls",1994,15,161.8703141,161.2775341,162.4631225,0.304413251
"United States of America","Girls",1994,16,162.3948931,161.7879279,162.9906464,0.309807966
"United States of America","Girls",1994,17,162.5394498,161.9547161,163.1278627,0.304307209
"United States of America","Girls",1994,18,162.6438034,162.0824154,163.1985204,0.288939493
"United States of America","Girls",1994,19,163.0048937,162.4248295,163.5816042,0.298039466
"United States of America","Girls",1995,5,111.9525601,111.2839779,112.6042342,0.339794669
"United States of America","Girls",1995,6,118.7975123,118.203886,119.379253,0.298915242
"United States of America","Girls",1995,7,124.9982039,124.4178384,125.5626028,0.290105593
"United States of America","Girls",1995,8,130.854944,130.284757,131.4193989,0.289288792
"United States of America","Girls",1995,9,136.6675473,136.1038998,137.2305807,0.286571102
"United States of America","Girls",1995,10,142.7141943,142.154222,143.2692072,0.284541204
"United States of America","Girls",1995,11,149.0135635,148.4649998,149.5585966,0.282910219
"United States of America","Girls",1995,12,154.5532809,154.0034838,155.0999916,0.285220732
"United States of America","Girls",1995,13,158.3550794,157.7956147,158.9138194,0.288451574
"United States of America","Girls",1995,14,160.6262495,160.0603928,161.2040373,0.293009483
"United States of America","Girls",1995,15,161.8454374,161.2645846,162.4301652,0.298452595
"United States of America","Girls",1995,16,162.3693181,161.7753375,162.962792,0.304128554
"United States of America","Girls",1995,17,162.5172346,161.933861,163.0968002,0.298229949
"United States of America","Girls",1995,18,162.6246539,162.077522,163.1769425,0.281684117
"United States of America","Girls",1995,19,162.9890536,162.4163037,163.5461626,0.291037925
"United States of America","Girls",1996,5,111.9884897,111.328256,112.6365507,0.335934029
"United States of America","Girls",1996,6,118.8150532,118.2374455,119.3901143,0.294181442
"United States of America","Girls",1996,7,125.0012082,124.4370326,125.5603869,0.284431508
"United States of America","Girls",1996,8,130.8447677,130.2876208,131.3971539,0.284200474
"United States of America","Girls",1996,9,136.6426401,136.0897799,137.1889602,0.281814089
"United States of America","Girls",1996,10,142.6810368,142.1304047,143.2255655,0.279609136
"United States of America","Girls",1996,11,148.9766681,148.4287586,149.5206447,0.277197637
"United States of America","Girls",1996,12,154.5159362,153.9793462,155.0531793,0.279003827
"United States of America","Girls",1996,13,158.3235663,157.7803545,158.8658828,0.282092763
"United States of America","Girls",1996,14,160.6019669,160.0446417,161.1615657,0.285838201
"United States of America","Girls",1996,15,161.8234199,161.253383,162.3989479,0.292309848
"United States of America","Girls",1996,16,162.3444414,161.7573784,162.9236867,0.299013956
"United States of America","Girls",1996,17,162.4916595,161.9195568,163.0585706,0.293370934
"United States of America","Girls",1996,18,162.6024388,162.0610338,163.1446442,0.275804388
"United States of America","Girls",1996,19,162.9699042,162.4056396,163.5227459,0.284625956
"United States of America","Girls",1997,5,112.0323587,111.3601382,112.6821664,0.332157469
"United States of America","Girls",1997,6,118.8509828,118.2723863,119.4164101,0.288905443
"United States of America","Girls",1997,7,125.0187491,124.4692776,125.56857,0.279017567
"United States of America","Girls",1997,8,130.847772,130.2935067,131.3925109,0.278181799
"United States of America","Girls",1997,9,136.6324638,136.0930833,137.1676631,0.276435524
"United States of America","Girls",1997,10,142.6561295,142.112644,143.1883297,0.274742318
"United States of America","Girls",1997,11,148.9435106,148.4046044,149.4737696,0.27231671
"United States of America","Girls",1997,12,154.4790408,153.9454819,155.0049924,0.273468754
"United States of America","Girls",1997,13,158.2862216,157.7495839,158.8156483,0.27604661
"United States of America","Girls",1997,14,160.5704538,160.0303054,161.1130389,0.279704494
"United States of America","Girls",1997,15,161.7991373,161.2414292,162.3590156,0.285515014
"United States of America","Girls",1997,16,162.3224239,161.7525307,162.892758,0.293651839
"United States of America","Girls",1997,17,162.4667829,161.90931,163.0272063,0.289133913
"United States of America","Girls",1997,18,162.5768637,162.0459029,163.1083372,0.271563546
"United States of America","Girls",1997,19,162.947689,162.3972825,163.4918514,0.279741278
"United States of America","Girls",1998,5,112.0832394,111.4290281,112.7284123,0.328253633
"United States of America","Girls",1998,6,118.8948518,118.3281869,119.4540031,0.283961748
"United States of America","Girls",1998,7,125.0546787,124.5112742,125.5913036,0.273114519
"United States of America","Girls",1998,8,130.8653129,130.3202481,131.3894116,0.272438697
"United States of America","Girls",1998,9,136.6354681,136.1133486,137.1643499,0.270164611
"United States of America","Girls",1998,10,142.6459533,142.1196611,143.1722508,0.269207053
"United States of America","Girls",1998,11,148.9186034,148.3946258,149.4363926,0.267362007
"United States of America","Girls",1998,12,154.4458832,153.9147227,154.969387,0.268746947
"United States of America","Girls",1998,13,158.2493262,157.7194771,158.7752933,0.270760125
"United States of America","Girls",1998,14,160.5331092,159.9975295,161.0670313,0.273821392
"United States of America","Girls",1998,15,161.7676242,161.2253191,162.3167188,0.27967458
"United States of America","Girls",1998,16,162.2981412,161.7424198,162.8555429,0.287527248
"United States of America","Girls",1998,17,162.4447653,161.9052831,162.9977593,0.284669034
"United States of America","Girls",1998,18,162.551987,162.0325119,163.0809411,0.268091385
"United States of America","Girls",1998,19,162.9221139,162.3742779,163.4645452,0.277011989
"United States of America","Girls",1999,5,112.1338646,111.4821292,112.7627126,0.324184333
"United States of America","Girls",1999,6,118.9457325,118.3840064,119.4832483,0.278686918
"United States of America","Girls",1999,7,125.0985477,124.567138,125.6239392,0.267736881
"United States of America","Girls",1999,8,130.9012425,130.3792958,131.4256675,0.26638672
"United States of America","Girls",1999,9,136.653009,136.1339654,137.1643206,0.264218069
"United States of America","Girls",1999,10,142.6489575,142.1317216,143.1561177,0.262929533
"United States of America","Girls",1999,11,148.9084271,148.3931887,149.4218854,0.261876571
"United States of America","Girls",1999,12,154.420976,153.9027598,154.939253,0.263780307
"United States of America","Girls",1999,13,158.2161687,157.6916838,158.7331242,0.2661852
"United States of America","Girls",1999,14,160.4962137,159.9737373,161.0214159,0.268824622
"United States of America","Girls",1999,15,161.7302795,161.2027321,162.2642565,0.274060093
"United States of America","Girls",1999,16,162.2666282,161.7255927,162.8185608,0.28241297
"United States of America","Girls",1999,17,162.4204827,161.8788165,162.9728171,0.279584955
"United States of America","Girls",1999,18,162.5299695,162.0206336,163.0491705,0.264542994
"United States of America","Girls",1999,19,162.8972373,162.3568429,163.4428078,0.275367575
"United States of America","Girls",2000,5,112.1854475,111.5508701,112.8024615,0.319996571
"United States of America","Girls",2000,6,118.9963577,118.4417696,119.5231214,0.273782352
"United States of America","Girls",2000,7,125.1494284,124.6283652,125.6588186,0.262082973
"United States of America","Girls",2000,8,130.9451115,130.4223505,131.4574279,0.261062267
"United States of America","Girls",2000,9,136.6889386,136.1787204,137.1909591,0.258168517
"United States of America","Girls",2000,10,142.6664985,142.1633601,143.1599859,0.257076013
"United States of America","Girls",2000,11,148.9114314,148.4019231,149.4070302,0.255915273
"United States of America","Girls",2000,12,154.4107997,153.9021911,154.9187738,0.258577972
"United States of America","Girls",2000,13,158.1912614,157.6792624,158.7005959,0.261230491
"United States of America","Girls",2000,14,160.4630562,159.9439146,160.9804498,0.264434926
"United States of America","Girls",2000,15,161.6933841,161.1733442,162.2204895,0.269450309
"United States of America","Girls",2000,16,162.2292835,161.6948848,162.7722909,0.27762757
"United States of America","Girls",2000,17,162.3889696,161.8533865,162.9239328,0.275743515
"United States of America","Girls",2000,18,162.5056869,161.9987551,163.0210906,0.260830161
"United States of America","Girls",2000,19,162.8752197,162.3479042,163.4138506,0.274007743
"United States of America","Girls",2001,5,112.2379294,111.6074029,112.847597,0.316080127
"United States of America","Girls",2001,6,119.0479406,118.5106452,119.5655535,0.268781644
"United States of America","Girls",2001,7,125.2000536,124.6911719,125.7057072,0.257211393
"United States of America","Girls",2001,8,130.9959923,130.4839527,131.4967873,0.255608948
"United States of America","Girls",2001,9,136.7328076,136.2337559,137.2295621,0.253114464
"United States of America","Girls",2001,10,142.7024281,142.208172,143.1929921,0.251299505
"United States of America","Girls",2001,11,148.9289723,148.4337507,149.4127821,0.250545166
"United States of America","Girls",2001,12,154.413804,153.9123979,154.9017091,0.253241629
"United States of America","Girls",2001,13,158.1810852,157.6807593,158.6799207,0.256410071
"United States of America","Girls",2001,14,160.438149,159.9244159,160.9468571,0.259603355
"United States of America","Girls",2001,15,161.6602266,161.1465663,162.1758696,0.265452416
"United States of America","Girls",2001,16,162.1923881,161.6630367,162.7319876,0.273918103
"United States of America","Girls",2001,17,162.351625,161.8193986,162.8839958,0.272534638
"United States of America","Girls",2001,18,162.4741738,161.974329,162.9838708,0.25871536
"United States of America","Girls",2001,19,162.8509371,162.3193537,163.3927173,0.273760003
"United States of America","Girls",2002,5,112.2983865,111.6749967,112.8979337,0.312780892
"United States of America","Girls",2002,6,119.1004225,118.5873168,119.6088654,0.264613793
"United States of America","Girls",2002,7,125.2516365,124.757766,125.7448685,0.252348691
"United States of America","Girls",2002,8,131.0466175,130.5507311,131.5376631,0.251211531
"United States of America","Girls",2002,9,136.7836884,136.2894857,137.2742143,0.248020959
"United States of America","Girls",2002,10,142.746297,142.2496834,143.2280297,0.246735193
"United States of America","Girls",2002,11,148.9649019,148.4784163,149.4387483,0.245372276
"United States of America","Girls",2002,12,154.4313449,153.9461602,154.8987255,0.248658098
"United States of America","Girls",2002,13,158.1840894,157.6900799,158.6730255,0.251800103
"United States of America","Girls",2002,14,160.4279727,159.9242828,160.9267541,0.255309476
"United States of America","Girls",2002,15,161.6353193,161.1328752,162.1342997,0.261054992
"United States of America","Girls",2002,16,162.1592305,161.6309299,162.6902873,0.270997721
"United States of America","Girls",2002,17,162.3147296,161.7911943,162.8369302,0.270486888
"United States of America","Girls",2002,18,162.4368291,161.9392982,162.9501715,0.257539089
"United States of America","Girls",2002,19,162.819424,162.2839409,163.3647099,0.275605581
"United States of America","Girls",2003,5,112.3724907,111.7509233,112.9741535,0.309666167
"United States of America","Girls",2003,6,119.1608796,118.6543315,119.6644661,0.261094607
"United States of America","Girls",2003,7,125.3041184,124.829042,125.7785825,0.248708195
"United States of America","Girls",2003,8,131.0982003,130.6138017,131.583403,0.246953746
"United States of America","Girls",2003,9,136.8343136,136.3448191,137.3217706,0.244188875
"United States of America","Girls",2003,10,142.7971778,142.3188947,143.2757526,0.242302383
"United States of America","Girls",2003,11,149.0087709,148.5348831,149.4845941,0.241473169
"United States of America","Girls",2003,12,154.4672745,153.9851793,154.936073,0.244394366
"United States of America","Girls",2003,13,158.2016304,157.7217993,158.6844085,0.248028837
"United States of America","Girls",2003,14,160.430977,159.9421543,160.9190296,0.251553052
"United States of America","Girls",2003,15,161.6251431,161.1247171,162.117689,0.257586348
"United States of America","Girls",2003,16,162.1343233,161.6026463,162.6543234,0.267901939
"United States of America","Girls",2003,17,162.281572,161.7535513,162.7990431,0.269537337
"United States of America","Girls",2003,18,162.3999337,161.9042981,162.9115576,0.257635744
"United States of America","Girls",2003,19,162.7820794,162.23575,163.3336766,0.278824442
"United States of America","Girls",2004,5,112.4622545,111.8461699,113.0677485,0.307028154
"United States of America","Girls",2004,6,119.2349838,118.7278592,119.7398634,0.258068825
"United States of America","Girls",2004,7,125.3645755,124.8896422,125.8359041,0.245578419
"United States of America","Girls",2004,8,131.1506822,130.6753644,131.6207869,0.244155388
"United States of America","Girls",2004,9,136.8858964,136.400317,137.3603188,0.240615769
"United States of America","Girls",2004,10,142.847803,142.3632437,143.3225423,0.239295046
"United States of America","Girls",2004,11,149.0596516,148.5949679,149.5252296,0.238091376
"United States of America","Girls",2004,12,154.5111435,154.0362969,154.9740768,0.241439165
"United States of America","Girls",2004,13,158.23756,157.7605539,158.7110866,0.244758511
"United States of America","Girls",2004,14,160.4485179,159.968322,160.9310122,0.248650985
"United States of America","Girls",2004,15,161.6281474,161.1308192,162.1206175,0.254948821
"United States of America","Girls",2004,16,162.124147,161.6042356,162.6352497,0.266033307
"United States of America","Girls",2004,17,162.2566648,161.7287251,162.7761073,0.268718631
"United States of America","Girls",2004,18,162.3667761,161.8589972,162.8806731,0.259189319
"United States of America","Girls",2004,19,162.7451839,162.1963358,163.3101612,0.282994531
"United States of America","Girls",2005,5,112.5669546,111.9559474,113.1635095,0.30458444
"United States of America","Girls",2005,6,119.3247476,118.8249112,119.8288203,0.255922899
"United States of America","Girls",2005,7,125.4386797,124.9705172,125.9043303,0.243370979
"United States of America","Girls",2005,8,131.2111393,130.7353551,131.6742212,0.241764129
"United States of America","Girls",2005,9,136.9383783,136.468578,137.4053299,0.238686277
"United States of America","Girls",2005,10,142.8993859,142.4249348,143.3638125,0.236689873
"United States of America","Girls",2005,11,149.1102768,148.6387881,149.5787631,0.236269745
"United States of America","Girls",2005,12,154.5620243,154.0960291,155.0247465,0.239384014
"United States of America","Girls",2005,13,158.2814289,157.8078833,158.7514055,0.242978439
"United States of America","Girls",2005,14,160.4844475,160.0015982,160.9587824,0.246409793
"United States of America","Girls",2005,15,161.6456883,161.1500974,162.138379,0.253121442
"United States of America","Girls",2005,16,162.1271513,161.598772,162.6388656,0.265238369
"United States of America","Girls",2005,17,162.2464885,161.7187602,162.7657829,0.269248697
"United States of America","Girls",2005,18,162.3418689,161.8326717,162.8481221,0.26112985
"United States of America","Girls",2005,19,162.7120264,162.1501312,163.2918749,0.288879509
"United States of America","Girls",2006,5,112.6705917,112.0737256,113.2684476,0.304127953
"United States of America","Girls",2006,6,119.4294477,118.9237244,119.9315675,0.254502495
"United States of America","Girls",2006,7,125.5284435,125.0568575,126.0009779,0.242289018
"United States of America","Girls",2006,8,131.2852435,130.8121891,131.7460058,0.240654363
"United States of America","Girls",2006,9,136.9988354,136.5334371,137.4551761,0.23723901
"United States of America","Girls",2006,10,142.9518678,142.4837815,143.4072932,0.235821537
"United States of America","Girls",2006,11,149.1618597,148.6948979,149.6275644,0.235040403
"United States of America","Girls",2006,12,154.6126495,154.1428942,155.0828364,0.238907368
"United States of America","Girls",2006,13,158.3323097,157.8588996,158.7980448,0.242247547
"United States of America","Girls",2006,14,160.5283165,160.0490877,161.01658,0.245904249
"United States of America","Girls",2006,15,161.6816179,161.1782479,162.182932,0.251991979
"United States of America","Girls",2006,16,162.1446922,161.6168624,162.6594921,0.265093546
"United States of America","Girls",2006,17,162.2494928,161.7135378,162.767886,0.27106749
"United States of America","Girls",2006,18,162.3316927,161.8227757,162.8423418,0.264428721
"United States of America","Girls",2006,19,162.6871192,162.1197404,163.2811452,0.295411815
"United States of America","Girls",2007,5,112.7736063,112.1727108,113.3652032,0.304754583
"United States of America","Girls",2007,6,119.5330848,119.0231189,120.0330219,0.255662734
"United States of America","Girls",2007,7,125.6331436,125.1540319,126.0972267,0.242430839
"United States of America","Girls",2007,8,131.3750073,130.8956107,131.8366377,0.240836025
"United States of America","Girls",2007,9,137.0729396,136.6027186,137.5310138,0.237260328
"United States of America","Girls",2007,10,143.0123249,142.549804,143.4629271,0.23558543
"United States of America","Girls",2007,11,149.2143416,148.7446436,149.671524,0.235525258
"United States of America","Girls",2007,12,154.6642323,154.1987553,155.1408883,0.239175914
"United States of America","Girls",2007,13,158.3829349,157.9077696,158.8578284,0.242980115
"United States of America","Girls",2007,14,160.5791972,160.0959064,161.057224,0.246412672
"United States of America","Girls",2007,15,161.7254869,161.227599,162.2206262,0.252760052
"United States of America","Girls",2007,16,162.1806218,161.6447472,162.6924749,0.265525195
"United States of America","Girls",2007,17,162.2670337,161.7279031,162.7929995,0.273299871
"United States of America","Girls",2007,18,162.3346969,161.8125887,162.8543346,0.2690593
"United States of America","Girls",2007,19,162.6769429,162.0933735,163.2749611,0.302794067
"United States of America","Girls",2008,5,112.8678326,112.2596922,113.463104,0.307298178
"United States of America","Girls",2008,6,119.6360994,119.117355,120.1436174,0.258248461
"United States of America","Girls",2008,7,125.7367807,125.2457651,126.2073123,0.245506434
"United States of America","Girls",2008,8,131.4797074,131.0047782,131.9422484,0.242602313
"United States of America","Girls",2008,9,137.1627034,136.6796018,137.6254583,0.238770936
"United States of America","Girls",2008,10,143.086429,142.6164674,143.5383548,0.236829702
"United States of America","Girls",2008,11,149.2747987,148.816259,149.7273215,0.236739475
"United States of America","Girls",2008,12,154.7167142,154.2444185,155.1871213,0.241065467
"United States of America","Girls",2008,13,158.4345178,157.9576788,158.9069645,0.244522419
"United States of America","Girls",2008,14,160.6298224,160.139464,161.1147703,0.248204518
"United States of America","Girls",2008,15,161.7763676,161.2665019,162.2804237,0.254421541
"United States of America","Girls",2008,16,162.2244908,161.6894299,162.7449208,0.267807903
"United States of America","Girls",2008,17,162.3029633,161.7509981,162.8277422,0.275842308
"United States of America","Girls",2008,18,162.3522379,161.8146349,162.8804478,0.273860071
"United States of America","Girls",2008,19,162.6799472,162.0761824,163.2984366,0.311341267
"United States of America","Girls",2009,5,112.9504362,112.3366516,113.5587143,0.313178617
"United States of America","Girls",2009,6,119.7303257,119.212037,120.2386228,0.263000304
"United States of America","Girls",2009,7,125.8397953,125.3418813,126.3195342,0.250233337
"United States of America","Girls",2009,8,131.5833446,131.0862361,132.05472,0.247500859
"United States of America","Girls",2009,9,137.2674035,136.7871745,137.7303762,0.242105483
"United States of America","Girls",2009,10,143.1761929,142.6969323,143.6370577,0.239681393
"United States of America","Girls",2009,11,149.3489028,148.8791292,149.8025042,0.239330835
"United States of America","Girls",2009,12,154.7771713,154.3039468,155.2465525,0.243757586
"United States of America","Girls",2009,13,158.4869997,157.9946932,158.9692728,0.247642167
"United States of America","Girls",2009,14,160.6814053,160.1761068,161.1670633,0.250819249
"United States of America","Girls",2009,15,161.8269928,161.3132039,162.334841,0.257177933
"United States of America","Girls",2009,16,162.2753716,161.7266721,162.8108389,0.270814516
"United States of America","Girls",2009,17,162.3468323,161.7887809,162.8919809,0.28006241
"United States of America","Girls",2009,18,162.3881675,161.840763,162.9217018,0.278709609
"United States of America","Girls",2009,19,162.6974881,162.0778934,163.3321221,0.319594957
"United States of America","Girls",2010,5,113.0196652,112.3924851,113.6403243,0.322018091
"United States of America","Girls",2010,6,119.8129293,119.269315,120.3418252,0.271814729
"United States of America","Girls",2010,7,125.9340216,125.418652,126.4271053,0.257304523
"United States of America","Girls",2010,8,131.6863591,131.1768031,132.174495,0.25419453
"United States of America","Girls",2010,9,137.3710407,136.8745012,137.8495783,0.248721495
"United States of America","Girls",2010,10,143.280893,142.7944945,143.7488246,0.244460975
"United States of America","Girls",2010,11,149.4386667,148.9587212,149.9061228,0.24347808
"United States of America","Girls",2010,12,154.8512755,154.3700544,155.3215596,0.247670937
"United States of America","Girls",2010,13,158.5474568,158.0519705,159.0292447,0.251686736
"United States of America","Girls",2010,14,160.7338872,160.2235607,161.2274774,0.255022072
"United States of America","Girls",2010,15,161.8785757,161.3633861,162.392995,0.260745803
"United States of America","Girls",2010,16,162.3259968,161.775723,162.8692676,0.274671634
"United States of America","Girls",2010,17,162.397713,161.8226249,162.957694,0.284838107
"United States of America","Girls",2010,18,162.4320364,161.8649971,162.9775579,0.284918451
"United States of America","Girls",2010,19,162.7334177,162.0993247,163.3816467,0.327411729
"United States of America","Girls",2011,5,113.0755777,112.4135777,113.7287693,0.33523009
"United States of America","Girls",2011,6,119.8821583,119.308843,120.4323106,0.284244519
"United States of America","Girls",2011,7,126.0166252,125.484001,126.5345165,0.268619764
"United States of America","Girls",2011,8,131.7805854,131.2582705,132.2944441,0.263329687
"United States of America","Girls",2011,9,137.4740552,136.9585565,137.9791773,0.257249348
"United States of America","Girls",2011,10,143.3845301,142.8800183,143.869676,0.252522846
"United States of America","Girls",2011,11,149.5433668,149.0497583,150.0231434,0.249549825
"United States of America","Girls",2011,12,154.9410393,154.4480594,155.4235701,0.252990663
"United States of America","Girls",2011,13,158.6215609,158.1157649,159.1114013,0.256842112
"United States of America","Girls",2011,14,160.7943443,160.2733636,161.2867222,0.260258721
"United States of America","Girls",2011,15,161.9310576,161.4013536,162.4525017,0.265924171
"United States of America","Girls",2011,16,162.3775796,161.8160331,162.925402,0.279235584
"United States of America","Girls",2011,17,162.4483382,161.8591096,163.0145414,0.290197784
"United States of America","Girls",2011,18,162.4829172,161.9025838,163.0396276,0.291623479
"United States of America","Girls",2011,19,162.7772867,162.1238112,163.4442769,0.335884385
"United States of America","Girls",2012,5,113.119167,112.4104363,113.7916058,0.354910722
"United States of America","Girls",2012,6,119.9380708,119.3490203,120.5140775,0.301780127
"United States of America","Girls",2012,7,126.0858542,125.5205641,126.6253068,0.283645567
"United States of America","Girls",2012,8,131.8631891,131.3072259,132.3998556,0.276578712
"United States of America","Girls",2012,9,137.5682815,137.0424688,138.0928603,0.26821352
"United States of America","Girls",2012,10,143.4875446,142.9704648,143.9933916,0.262593399
"United States of America","Girls",2012,11,149.6470039,149.135363,150.1448438,0.258734829
"United States of America","Girls",2012,12,155.0457394,154.5345574,155.5463002,0.260150444
"United States of America","Girls",2012,13,158.7113248,158.1948382,159.218039,0.263286365
"United States of America","Girls",2012,14,160.8684485,160.3426921,161.3720827,0.266551744
"United States of America","Girls",2012,15,161.9915147,161.4477468,162.5088729,0.272142015
"United States of America","Girls",2012,16,162.4300615,161.8671073,162.9829612,0.285369178
"United States of America","Girls",2012,17,162.4999211,161.9054739,163.0722626,0.296049916
"United States of America","Girls",2012,18,162.5335424,161.9417068,163.1149824,0.29861942
"United States of America","Girls",2012,19,162.8281674,162.1595639,163.5089658,0.344716454
"United States of America","Girls",2013,5,113.1551563,112.3889585,113.8865706,0.381643292
"United States of America","Girls",2013,6,119.9816601,119.343568,120.6039174,0.326004255
"United States of America","Girls",2013,7,126.1417667,125.5462647,126.7232209,0.303841905
"United States of America","Girls",2013,8,131.932418,131.3498935,132.5030153,0.293387607
"United States of America","Girls",2013,9,137.6508852,137.1008379,138.2007758,0.283028398
"United States of America","Girls",2013,10,143.581771,143.0360601,144.1157223,0.275038005
"United States of America","Girls",2013,11,149.7500184,149.2163334,150.2682178,0.270023227
"United States of America","Girls",2013,12,155.1493765,154.6236631,155.6707571,0.270156174
"United States of America","Girls",2013,13,158.8160249,158.2850456,159.335111,0.27147142
"United States of America","Girls",2013,14,160.9582123,160.4140817,161.4723414,0.27403043
"United States of America","Girls",2013,15,162.0656188,161.5086339,162.5955769,0.279404393
"United States of America","Girls",2013,16,162.4905186,161.9191781,163.0539739,0.292365917
"United States of America","Girls",2013,17,162.552403,161.9473828,163.1445565,0.303381687
"United States of America","Girls",2013,18,162.5851252,161.9839027,163.181908,0.305871463
"United States of America","Girls",2013,19,162.8787926,162.1873475,163.5851168,0.353368071
"United States of America","Girls",2014,5,113.1882607,112.3719848,113.9987324,0.417320421
"United States of America","Girls",2014,6,120.0176494,119.3213285,120.7217673,0.357428163
"United States of America","Girls",2014,7,126.185356,125.5396463,126.8281807,0.330305682
"United States of America","Girls",2014,8,131.9883305,131.3729978,132.5944419,0.315271722
"United States of America","Girls",2014,9,137.7201141,137.1325528,138.3104162,0.301198896
"United States of America","Girls",2014,10,143.6643746,143.1011664,144.2332038,0.291013664
"United States of America","Girls",2014,11,149.8442448,149.2872497,150.4003881,0.283642958
"United States of America","Girls",2014,12,155.2523911,154.6981312,155.805298,0.282270934
"United States of America","Girls",2014,13,158.919662,158.3612333,159.4585401,0.282270321
"United States of America","Girls",2014,14,161.0629124,160.4981159,161.6021345,0.283112719
"United States of America","Girls",2014,15,162.1553827,161.5815251,162.6951313,0.287723976
"United States of America","Girls",2014,16,162.5646228,161.9752023,163.1401796,0.300438221
"United States of America","Girls",2014,17,162.6128601,162.0062344,163.2183039,0.311249402
"United States of America","Girls",2014,18,162.6376071,162.0168913,163.2454572,0.314442991
"United States of America","Girls",2014,19,162.9303755,162.2238887,163.6451677,0.361835957
"United States of America","Girls",2015,5,113.2193808,112.3116743,114.1133339,0.462533686
"United States of America","Girls",2015,6,120.0507538,119.2734609,120.8264852,0.397867031
"United States of America","Girls",2015,7,126.2213453,125.5105752,126.938977,0.363651707
"United States of America","Girls",2015,8,132.0319198,131.3619318,132.6997998,0.342981258
"United States of America","Girls",2015,9,137.7760266,137.1399456,138.4047332,0.324439726
"United States of America","Girls",2015,10,143.7336035,143.1309182,144.3369251,0.310087455
"United States of America","Girls",2015,11,149.9268484,149.346492,150.5142055,0.300519892
"United States of America","Girls",2015,12,155.3466174,154.7663015,155.9283328,0.296610071
"United States of America","Girls",2015,13,159.0226765,158.4399064,159.5967225,0.295051726
"United States of America","Girls",2015,14,161.1665495,160.5793795,161.7344727,0.294569903
"United States of America","Girls",2015,15,162.2600828,161.6643902,162.8234633,0.29743943
"United States of America","Girls",2015,16,162.6543866,162.0489627,163.245798,0.309409345
"United States of America","Girls",2015,17,162.6869643,162.053033,163.3108932,0.320242564
"United States of America","Girls",2015,18,162.6980643,162.0692589,163.3177149,0.323111894
"United States of America","Girls",2015,19,162.9828574,162.254437,163.7257926,0.371220532
"United States of America","Girls",2016,5,113.2466278,112.2210552,114.2495559,0.517621704
"United States of America","Girls",2016,6,120.0818739,119.2051246,120.9593524,0.447557999
"United States of America","Girls",2016,7,126.2544497,125.4693757,127.0586791,0.40575337
"United States of America","Girls",2016,8,132.0679091,131.3400885,132.8101722,0.37719631
